name,gs_email,interest,topic
"Pedram, Massoud",@usc.edu,energy efficient electronics,Energy
"Pedram, Massoud",@usc.edu,power-aware computing,Energy
"Pedram, Massoud",@usc.edu,energy harvesting and storage systems,Energy
"Pedram, Massoud",@usc.edu,computer aided design of vlsi circui,Architecture
"Pedreschi, Dino",@di.unipi.it,data science,Data
"Pedreschi, Dino",@di.unipi.it,data mining,Data
"Pedreschi, Dino",@di.unipi.it,social network analysis,
"Pedreschi, Dino",@di.unipi.it,privacy,Security
"Pedreschi, Dino",@di.unipi.it,data ethics,
"Pedretti, Kevin",@sandia.gov,high-performance computing,HPC
"Pedretti, Kevin",@sandia.gov,operating systems,OS
"Pedretti, Kevin",@sandia.gov,networking,Network
"Pedrosa, Luis",@epfl.ch,system and networking,Network
"Pedrosa, Luis",@epfl.ch,program analysis and verification,
"Pedrosa, Luis",@epfl.ch,network verification,Network
"Pedrosa, Luis",@epfl.ch,distributed systems,Concurrency
"Pedrosa, Luis",@epfl.ch,software networking,Network
"Pefkianakis, Ioannis",@hpe.com,networked and mobile systems,Network
"Pefkianakis, Ioannis",@hpe.com,wireless communications,Network
"Pefkianakis, Ioannis",@hpe.com,network data mining and analytics,Data
"Pei, Dan",@tsinghua.edu.cn,computer networks,Network
"Pei, Jian",@cs.sfu.ca,data mining,Data
"Pei, Jian",@cs.sfu.ca,big data analytics,Data
"Pei, Jian",@cs.sfu.ca,database systems,DB
"Pei, Jian",@cs.sfu.ca,information retrieval,DB
"Pei, Kexin",@cs.columbia.edu,machine learning,Data
"Pei, Kexin",@cs.columbia.edu,security,Security
"Pei, Kexin",@cs.columbia.edu,operating systems,OS
"Pekhimenko, Gennady",@cs.toronto.edu,computer architecture,Architecture
"Pekhimenko, Gennady",@cs.toronto.edu,compilers,Compilers
"Pekhimenko, Gennady",@cs.toronto.edu,computer systems,
"Pekhimenko, Gennady",@cs.toronto.edu,bioinformatics,HPC
"Pelc, Andrzej",@uqo.ca,algorithms,
"Pelc, Andrzej",@uqo.ca,distributed systems,Concurrency
"Peleg, David",@weizmann.ac.il,distributed systems,Concurrency
"Peleg, David",@weizmann.ac.il,communication network algorithms,Network
"Peleg, David",@weizmann.ac.il,approximation algorithms,
"Pellegrini, Alessandro",@dis.uniroma1.it,parallel discrete event simulation,Benchmark
"Pellegrini, Alessandro",@dis.uniroma1.it,parallel programming,Concurrency
"Pellegrini, Alessandro",@dis.uniroma1.it,binary instrumentation,
"Pellegrino, Giancarlo",@cispa.saarland,security,Security
"Pelsser, Cristel",@unistra.fr,internet routing,Network
"Pelsser, Cristel",@unistra.fr,measurements,Benchmark
"Pena, Tomás F.",@usc.es,high-performance computing,HPC
"Pena, Tomás F.",@usc.es,cloud computing,Cloud
"Pena, Tomás F.",@usc.es,parallel programming,Concurrency
"Peng, Bo",@indiana.edu,information retrieval,DB
"Peng, Bo",@indiana.edu,natural language processing,Data
"Peng, Bo",@indiana.edu,distributed systems,Concurrency
"Peng, Chunyi",@purdue.edu,wireless networking,Network
"Peng, Chunyi",@purdue.edu,mobile systems,
"Peng, Chunyi",@purdue.edu,cloud computing,Cloud
"Peng, Ivy",@kth.se,high-performance computing,HPC
"Peng, Ivy",@kth.se,programming model,
"Peng, Ivy",@kth.se,heterogeneous memory system,Architecture
"Peng, Richard",@cc.gatech.edu,algorithms,
"Peng, Richard",@cc.gatech.edu,graph theory,
"Peng, Richard",@cc.gatech.edu,scientific computing,HPC
"Peng, Shaoliang",@nudt.edu.cn,high-performance computing,HPC
"Peng, Shaoliang",@nudt.edu.cn,big data,Data
"Peng, Shaoliang",@nudt.edu.cn,bio-medical,
"Peng, Yuanfeng",@cis.upenn.edu,computer architecture,Architecture
"Peng, Yuanfeng",@cis.upenn.edu,parallel programming,Concurrency
"Peng, Yuanfeng",@cis.upenn.edu,machine learning,Data
"Penna, Paolo",@inf.ethz.ch,theoretical computer science,
"Perarnau, Swann",@anl.gov,operating systems,OS
"Perarnau, Swann",@anl.gov,high-performance computing,HPC
"Perarnau, Swann",@anl.gov,scheduling,OS
"Perarnau, Swann",@anl.gov,performance evaluation,Benchmark
"Perdisci, Roberto",@cs.uga.edu,computer and network security,Security
"Perdisci, Roberto",@cs.uga.edu,machine learning,Data
"Perdisci, Roberto",@cs.uga.edu,data mining,Data
"Perego, Raffaele",@isti.cnr.it,information retrieval,DB
"Perego, Raffaele",@isti.cnr.it,data mining,Data
"Perego, Raffaele",@isti.cnr.it,high-performance computing,HPC
"Pereira, Fernando Magno Quintão",@dcc.ufmg.br,compilers,Compilers
"Pereira, Fernando Magno Quintão",@dcc.ufmg.br,programming languages,Compilers
"Pereira, Jose",@du.uminho.pt,distributed systems,Concurrency
"Pereira, Jose",@du.uminho.pt,data management,DB
"Pereira, Rui H.",@iscap.ipp.pt,object-oriented programming,Compilers
"Pereira, Rui H.",@iscap.ipp.pt,aspect-oriented programming,Compilers
"Pereira, Rui H.",@iscap.ipp.pt,object-oriented databases,DB
"Pereira, Vitor",@inesctec.pt,cryptography,Security
"Pereira, Vitor",@inesctec.pt,provable security,Security
"Pereira, Vitor",@inesctec.pt,formal verification,
"Pereira, Vitor",@inesctec.pt,computer-aided cryptography,Security
"Perez, Christian",@inria.fr,computer science,
"Perez, Christian",@inria.fr,parallelism,Concurrency
"Perez, Christian",@inria.fr,distributed systems,Concurrency
"Perez, Christian",@inria.fr,software component,
"Perez, Christian",@inria.fr,high-performance computing,HPC
"Perez, Josep M.",@bsc.es,programming models,Compilers
"Perez, Luis",@rice.edu,database management systems,DB
"Perez, Luis",@rice.edu,large scale data analysis,Data
"Perez, Luis",@rice.edu,data mining,Data
"Perez, Luis",@rice.edu,machine learning,Data
"Perez, Maria S.",@fi.upm.es,cloud computing,Cloud
"Perez, Maria S.",@fi.upm.es,large scale environments,
"Perez, Maria S.",@fi.upm.es,big data,Data
"Perez, Maria S.",@fi.upm.es,storage systems,Storage
"Perez, Maria S.",@fi.upm.es,semantics,
"Perez-Cruz, Fernando",@sdsc.ethz.ch,machine learning,Data
"Perez-Sorrosal, Francisco",@yahoo-inc.com,distributed systems,Concurrency
"Perez-Sorrosal, Francisco",@yahoo-inc.com,big data,Data
"Perez-Sorrosal, Francisco",@yahoo-inc.com,middleware,OS
"Perez-Sorrosal, Francisco",@yahoo-inc.com,databases,DB
"Perez-Sorrosal, Francisco",@yahoo-inc.com,transactions,
"Pericas, Miquel",@chalmers.se,computer architecture,Architecture
"Pericas, Miquel",@chalmers.se,parallel runtimes,OS
"Pericas, Miquel",@chalmers.se,supercomputing,HPC
"Pericàs, Miquel",@chalmers.se,computer architecture,Architecture
"Pericàs, Miquel",@chalmers.se,parallel runtimes,OS
"Pericàs, Miquel",@chalmers.se,supercomputing,HPC
"Perozzi, Bryan",@cs.stonybrook.edu,data mining,Data
"Perozzi, Bryan",@cs.stonybrook.edu,large-scale graph mining,Data
"Perozzi, Bryan",@cs.stonybrook.edu,nlp,
"Perozzi, Bryan",@cs.stonybrook.edu,machine learning,Data
"Perrig, Adrian",@inf.ethz.ch,security,Security
"Perrig, Adrian",@inf.ethz.ch,networking,Network
"Perrig, Adrian",@inf.ethz.ch,operating systems,OS
"Perrig, Adrian",@inf.ethz.ch,security,Security
"Perrig, Adrian",@inf.ethz.ch,internet security,Security
"Perron, Matthew",@csail.mit.edu,database systems,DB
"Perros, Ioakeim",@gatech.edu,data mining,Data
"Perros, Ioakeim",@gatech.edu,machine learning,Data
"Perros, Ioakeim",@gatech.edu,healthcare analytics,
"Perros, Ioakeim",@gatech.edu,tensor analysis,
"Perry, Jonathan",@mit.edu,networks and systems,
"Persiano, Giuseppe",@dia.unisa.it,foundations of cryptography,Security
"Persiano, Giuseppe",@dia.unisa.it,security,Security
"Persiano, Giuseppe",@dia.unisa.it,algorithmic game theory,
"Persiano, Giuseppe",@dia.unisa.it,approximation algorithms,
"Pessl, Peter",@iaik.tugraz.at,side-channel attacks,
"Pessl, Peter",@iaik.tugraz.at,efficient implementations of cryptography,Security
"Pestilli, Franco",@indiana.edu,neuroscience,
"Pestilli, Franco",@indiana.edu,vision,
"Pestilli, Franco",@indiana.edu,data science,Data
"Pestilli, Franco",@indiana.edu,neuroinformatics,
"Pestilli, Franco",@indiana.edu,diffusion and functional imaging,
"Petcu, Dana",@e-uvt.ro,parallel and distributed computing,Concurrency
"Peter, Simon",@cs.washington.edu,operating systems,OS
"Peter, Simon",@cs.washington.edu,networking,Network
"Peterka, Thomas",@mcs.anl.gov,parallel large scale data analysis and visualization algorithms,
"Petit, Franck",@lip6.fr,computer science,
"Petit, Franck",@lip6.fr,distributed systems,Concurrency
"Petit, Franck",@lip6.fr,cooperative robotics,
"Petit, Franck",@lip6.fr,fault-tolerance,Security
"Petit, Franck",@lip6.fr,self-stabilization,
"Petitjean, Francois",@monash.edu,data mining,Data
"Petitjean, Francois",@monash.edu,machine learning,Data
"Petitjean, Francois",@monash.edu,image processing,
"Petoumenos, Pavlos",@inf.ed.ac.uk,computer architecture,Architecture
"Petoumenos, Pavlos",@inf.ed.ac.uk,compilers,Compilers
"Petoumenos, Pavlos",@inf.ed.ac.uk,machine learning,Data
"Petrank, Erez",@cs.technion.ac.il,concurrency,Concurrency
"Petrank, Erez",@cs.technion.ac.il,memory management,OS
"Petrank, Erez",@cs.technion.ac.il,cryptography,Security
"Petrank, Erez",@cs.technion.ac.il,theory of computer science,
"Petrashko, Dmytro",@epfl.ch,computer science,
"Petrashko, Dmytro",@epfl.ch,programing language design,Compilers
"Petrashko, Dmytro",@epfl.ch,compilers,Compilers
"Petrides, Panayiotis",@cs.ucy.ac.cy,computer architecture,Architecture
"Petrides, Panayiotis",@cs.ucy.ac.cy,computer science,
"Petrini, Fabrizio",@intel.com,supercomputing,HPC
"Petrini, Fabrizio",@intel.com,high-performance networks,Network
"Petrini, Fabrizio",@intel.com,big data,Data
"Petrini, Fabrizio",@intel.com,exascale computing,HPC
"Petrini, Fabrizio",@intel.com,high-performance computing,HPC
"Petriolli, Chiara",@di.uniroma1.it,mobile computing,
"Petriolli, Chiara",@di.uniroma1.it,sensing systems,
"Petriolli, Chiara",@di.uniroma1.it,cyber physical systems,
"Petriolli, Chiara",@di.uniroma1.it,networking,Network
"Petriolli, Chiara",@di.uniroma1.it,telecommunications,Network
"Petriu, Dorina",@sce.carleton.ca,software performance engineering,
"Petriu, Dorina",@sce.carleton.ca,model-driven development,
"Petriu, Dorina",@sce.carleton.ca,performance analysis,Benchmark
"Petropulu, Athina",@rutgers.edu,statistical signal processing,
"Petropulu, Athina",@rutgers.edu,wireless communications,Network
"Petropulu, Athina",@rutgers.edu,radar signal processing,
"Petrov, Ilia",@reutlingen-university.de,database systems on modern hardware,DB
"Petrov, Ilia",@reutlingen-university.de,high-performance data processing,HPC
"Petrov, Ilia",@reutlingen-university.de,near-data processing,Data
"Petrov, Ilia",@reutlingen-university.de,computational databases,DB
"Petrucci, Vinicius",@ufba.br,computer systems,
"Petrucci, Vinicius",@ufba.br,resource efficiency,OS
"Petsios, Theofilos",@cs.columbia.edu,security,Security
"Peña, Antonio J.",@bsc.es,hpc runtime systems,HPC
"Peña, Antonio J.",@bsc.es,accelerators,GPGPU
"Peña, Antonio J.",@bsc.es,hpc networks,Network
"Peña, Antonio J.",@bsc.es,communications,Network
"Peña, Antonio J.",@bsc.es,heterogeneous memory systems,Architecture
"Pfahringer, Bernhard",@auckland.ac.nz,machine learning,Data
"Pfahringer, Bernhard",@auckland.ac.nz,data mining,Data
"Pfreundt, Franz-Josef",@itwm.fhg.de,informatik,
"Pfreundt, Franz-Josef",@itwm.fhg.de,scientific computing,HPC
"Pfreundt, Franz-Josef",@itwm.fhg.de,high-performance computing,HPC
"Pham, Van-Thuan",@comp.nus.edu.sg,binary program analysis,
"Pham, Van-Thuan",@comp.nus.edu.sg,symbolic execution,
"Pham, Van-Thuan",@comp.nus.edu.sg,software security,Security
"Pham, Van-Thuan",@comp.nus.edu.sg,fuzzing techniques,Security
"Pham, Van-Thuan",@comp.nus.edu.sg,embedded systems,
"Phan, Duong Hieu",@ens.fr,cryptography,Security
"Phan, Dzung T.",@us.ibm.com,optimization,
"Phan, Minh C",@e.ntu.edu.sg,information retrieval,DB
"Phan, Minh C",@e.ntu.edu.sg,text mining,Data
"Phan, Minh C",@e.ntu.edu.sg,deep learning,Data
"Phan, Nhathai",@njit.edu,privacy and security,Security
"Phan, Nhathai",@njit.edu,data mining,Data
"Phan, Nhathai",@njit.edu,machine learning,Data
"Phan, Nhathai",@njit.edu,social network,
"Phan, Nhathai",@njit.edu,spatio-temporal data mining,Data
"Phan, Tien-Dat",@irisa.fr,big data management,Data
"Phan, Tien-Dat",@irisa.fr,energy efficiency,Energy
"Phan, Tien-Dat",@irisa.fr,hadoop,Data
"Phanishayee, Amar",@cs.cmu.edu,distributed systems,Concurrency
"Phanishayee, Amar",@cs.cmu.edu,networking,Network
"Phanishayee, Amar",@cs.cmu.edu,operating systems,OS
"Philipose, Matthai",@microsoft.com,mobile sensing,
"Philipose, Matthai",@microsoft.com,activity recognition,
"Philipose, Matthai",@microsoft.com,resource-constrained perception,
"Philippe, Laurent",@univ-fcomte.fr,parallel and distributed systems,Concurrency
"Phillips, Cynthia",@sandia.gov,combinatorial optimization,HPC
"Phillips, Cynthia",@sandia.gov,parallel algorithms,Concurrency
"Phillips, Jeff",@cs.utah.edu,algorithms,
"Phillips, Jeff",@cs.utah.edu,computational geometry,HPC
"Phillips, Jeff",@cs.utah.edu,data mining,Data
"Phillips, Jeff",@cs.utah.edu,databases,DB
"Phillips, Jeff",@cs.utah.edu,uncertainty,
"Phung, Dinh",@deakin.edu.au,graphical models,
"Phung, Dinh",@deakin.edu.au,machine learning,Data
"Phung, Dinh",@deakin.edu.au,artificial intelligence,
"Phung, Dinh",@deakin.edu.au,bayesian statistics,
"Phung, Dinh",@deakin.edu.au,autism,
"Piatkowski, Nico",@tu-dortmund.de,machine learning,Data
"Piatkowski, Nico",@tu-dortmund.de,big data,Data
"Piatkowski, Nico",@tu-dortmund.de,probabilistic graphical models,
"Piatkowski, Nico",@tu-dortmund.de,resource constraint data analysis,Data
"Pibiri, Giulio Ermanno",@di.unipi.it,algorithms,
"Pibiri, Giulio Ermanno",@di.unipi.it,succinct data structures,
"Pibiri, Giulio Ermanno",@di.unipi.it,data compression,Network
"Pickartz, Simon",@eonerc.rwth-aachen.de,parallel processing,Concurrency
"Picorel, Javier",@epfl.ch,computer architecture,Architecture
"Picorel, Javier",@epfl.ch,computer systems,
"Picorel, Javier",@epfl.ch,memory systems,Architecture
"Picorel, Javier",@epfl.ch,dark silicon,
"Pieris, Andreas",@inf.ed.ac.uk,database theory,DB
"Pieris, Andreas",@inf.ed.ac.uk,knowledge representation and reasoning,Data
"Pieris, Andreas",@inf.ed.ac.uk,logic in computer science,
"Pierson, Jean-Marc",@irit.fr,green it,Energy
"Pierson, Jean-Marc",@irit.fr,cloud computing,Cloud
"Pierson, Jean-Marc",@irit.fr,high-performance computing,HPC
"Pierson, Jean-Marc",@irit.fr,energy efficiency,Energy
"Pierson, Jean-Marc",@irit.fr,middleware,OS
"Piessens, Frank",@cs.kuleuven.be,security,Security
"Piessens, Frank",@cs.kuleuven.be,software security,Security
"Piessens, Frank",@cs.kuleuven.be,programming languages,Compilers
"Piessens, Frank",@cs.kuleuven.be,formal methods,
"Pietracaprina, Andrea",@unipd.it,algorithms,
"Pietracaprina, Andrea",@unipd.it,models of computations,
"Pietracaprina, Andrea",@unipd.it,parallel computation,Concurrency
"Pietracaprina, Andrea",@unipd.it,data mining,Data
"Pietro, Roberto Di",@mat.uniroma3.it,security,Security
"Pietro, Roberto Di",@mat.uniroma3.it,privacy,Security
"Pietro, Roberto Di",@mat.uniroma3.it,distributed systems,Concurrency
"Pietro, Roberto Di",@mat.uniroma3.it,analytics,Data
"Pietzuch, Peter",@doc.ic.ac.uk,distributed systems,Concurrency
"Pietzuch, Peter",@doc.ic.ac.uk,computer systems,
"Pietzuch, Peter",@doc.ic.ac.uk,data management,DB
"Pignolet, Yvonne-Anne",@ch.abb.com,distributed systems,Concurrency
"Pignolet, Yvonne-Anne",@ch.abb.com,communication,Network
"Pignolet, Yvonne-Anne",@ch.abb.com,dependability,Security
"Pignolet, Yvonne-Anne",@ch.abb.com,social networks,
"Pignolet, Yvonne-Anne",@ch.abb.com,game theory,
"Pilla, Laércio",@ufsc.br,computer science,
"Pilla, Laércio",@ufsc.br,high-performance computing,HPC
"Pilla, Laércio",@ufsc.br,computer architecture,Architecture
"Pilla, Laércio",@ufsc.br,scheduling,OS
"Pilla, Laércio",@ufsc.br,parallel programming,Concurrency
"Pillai, Thanumalayan Sankaranarayana",@cs.wisc.edu,operating systems,OS
"Pina, Luís",@imperial.ac.uk,multi-version execution,
"Pina, Luís",@imperial.ac.uk,dynamic software updating,
"Pina, Luís",@imperial.ac.uk,programming languages,Compilers
"Pingali, Keshav",@cs.utexas.edu,programming languages,Compilers
"Pingali, Keshav",@cs.utexas.edu,parallel computing,Concurrency
"Pingali, Keshav",@cs.utexas.edu,big-data computing,Data
"Pinkas, Benny",@biu.ac.il,cryptography,Security
"Pinkas, Benny",@biu.ac.il,secure computation,Security
"Pinkas, Benny",@biu.ac.il,security,Security
"Pinkas, Benny",@biu.ac.il,privacy,Security
"Pio, Gianvito",@uniba.it,data mining,Data
"Pirahesh, Hamid",@us.ibm.com,information management,
"Pirahesh, Hamid",@us.ibm.com,cloud computing,Cloud
"Pirahesh, Hamid",@us.ibm.com,cognitive computing,
"Pires, Rafael",@unine.ch,computer systems,
"Pires, Rafael",@unine.ch,distributed systems,Concurrency
"Pires, Rafael",@unine.ch,data security and privacy,Security
"Pirk, Holger",@csail.mit.edu,data management,DB
"Pirk, Holger",@csail.mit.edu,high-performance computing,HPC
"Piskac, Ruzica",@yale.edu,formal verification,
"Piskac, Ruzica",@yale.edu,program synthesis,
"Pistoia, Marco",@us.ibm.com,language-based security,Security
"Pistoia, Marco",@us.ibm.com,programming languages,Compilers
"Pistoia, Marco",@us.ibm.com,software engineering,
"Pistoia, Marco",@us.ibm.com,mobile computing,
"Pitoura, Evaggelia",@cs.uoi.gr,data management,DB
"Pitropakis, Nikolaos",@lsbu.ac.uk,cloud computing,Cloud
"Pitropakis, Nikolaos",@lsbu.ac.uk,security,Security
"Pitropakis, Nikolaos",@lsbu.ac.uk,malicious insiders,Security
"Pitropakis, Nikolaos",@lsbu.ac.uk,network security,Security
"Piwowarski, Benjamin",@bpiwowar.net,information retrieval,DB
"Piwowarski, Benjamin",@bpiwowar.net,computational linguistics,
"Piwowarski, Benjamin",@bpiwowar.net,machine learning,Data
"Pjesivac-Grbovic, Jelena",@google.com,distributed systems,Concurrency
"Pjesivac-Grbovic, Jelena",@google.com,machine learning,Data
"Plachouras, Vassilis",@acm.org,information retrieval,DB
"Plant, Claudia",@univie.ac.at,knowledge discovery in databases,Data
"Plant, Claudia",@univie.ac.at,data mining,Data
"Plant, Claudia",@univie.ac.at,databases,DB
"Pnevmatikatos, Dionisios",@ece.tuc.gr,computer architecture,Architecture
"Pnevmatikatos, Dionisios",@ece.tuc.gr,reconfigurable computing,
"Pnevmatikatos, Dionisios",@ece.tuc.gr,networking hardware,Architecture
"Poblete, Barbara",@dcc.uchile.cl,social network analysis,
"Poblete, Barbara",@dcc.uchile.cl,web data mining,Data
"Poblete, Barbara",@dcc.uchile.cl,ir,
"Poblete, Barbara",@dcc.uchile.cl,multimedia ir,
